,First_pokemon,Second_pokemon,Winner,Loser,Winner Type 1,Winner Type 2,Winner Total,Loser Type 1,Loser Type 2,Loser Total,Winner stat higher than Loser,Winner Effectiveness against Loser,Winner Name
29665,298,265,265,298,bug,,195,normal,fairy,190,TRUE,1,Suicune
29666,74,760,760,74,normal,fight,500,rock,ground,300,TRUE,0.5,Barbaracle
29667,264,255,264,255,normal,,420,fire,,310,TRUE,1,Entei
29668,279,274,274,279,grass,dark,340,water,flying,440,FALSE,1,Grovyle
29669,570,254,570,254,dark,,330,grass,,630,FALSE,1,Liepard
29670,407,428,428,407,normal,,580,grass,poison,515,TRUE,1,Jirachi
29671,282,411,282,411,psychic,fairy,618,rock,steel,495,TRUE,2,Marshtomp
29672,216,377,216,377,normal,,330,rock,,580,FALSE,1,Misdreavus
29673,321,505,505,321,normal,,420,water,,500,FALSE,1,Toxicroak
29674,328,245,328,245,ground,,290,water,,580,FALSE,2,Mega Sableye
29675,128,682,682,128,fairy,,341,normal,,490,FALSE,1,Mienshao
29676,287,584,584,287,ice,,535,normal,,280,TRUE,1,Roggenrola
29677,13,159,159,13,water,,405,bug,poison,195,TRUE,1,Moltres
29678,110,423,110,423,poison,,490,water,ground,475,TRUE,2,Electrode
29679,734,169,169,734,poison,flying,535,normal,,253,TRUE,1,Meganium
29680,567,621,567,621,rock,flying,567,dragon,,485,TRUE,1,Herdier
29681,754,370,370,754,water,,330,grass,,480,FALSE,2,Lunatone
29682,308,23,23,308,poison,,288,fight,psychic,510,FALSE,1,Pidgeot
29683,179,326,326,179,psychic,,470,electric,,280,TRUE,1,Delcatty
29684,191,300,300,191,normal,,260,grass,,180,TRUE,1,Taillow
29685,266,335,335,266,normal,,458,bug,,205,TRUE,1,Meditite
29686,204,773,773,204,normal,,570,bug,,290,TRUE,1,Dedenne
29687,356,701,701,356,fight,flying,500,ghost,,455,TRUE,1,Terrakion
29688,726,664,726,664,fire,,420,bug,,200,TRUE,0.5,Frogadier
29689,647,242,647,242,water,fight,580,normal,,540,TRUE,1,Deerling
29690,471,791,791,471,psychic,steel,680,ice,,525,TRUE,0.5,Noibat
29691,761,360,360,761,psychic,,260,grass,,210,TRUE,1,Trapinch
29692,658,665,658,665,water,dark,640,bug,,213,TRUE,2,Galvantula
29693,740,506,740,506,fight,ice,478,normal,,275,TRUE,1,Florges
29694,76,186,186,76,water,,500,rock,ground,495,TRUE,1,Lanturn
29695,645,51,645,51,ground,flying,600,ground,ground,425,TRUE,0,Vanillish
29696,535,540,540,535,bug,grass,310,water,,294,TRUE,0.5,Azelf
29697,196,207,196,207,psychic,,525,ground,flying,430,TRUE,1,Ampharos
29698,288,413,288,413,normal,,440,bug,grass,424,TRUE,1,Linoone
29699,54,794,794,54,bug,fight,570,water,,320,TRUE,1,Yveltal
29700,489,347,347,489,rock,bug,355,water,,480,FALSE,2,Swalot
29701,263,349,263,349,normal,,240,water,,200,TRUE,1,Raikou
29702,424,754,424,754,normal,,482,grass,,480,TRUE,1,Groudon
29703,615,670,670,615,fairy,,551,ice,,515,TRUE,1,Lampent
29704,686,427,427,686,normal,,350,dark,psychic,288,TRUE,1,Mega Rayquaza
29705,632,64,632,64,bug,steel,484,psychic,,400,TRUE,0.5,Zorua
29706,634,207,634,207,dark,dragon,420,ground,flying,430,FALSE,1,Minccino
29707,504,629,629,504,dark,flying,370,normal,,255,TRUE,1,Archeops
29708,218,38,38,218,fire,ice,505,fire,,250,TRUE,0.5,Nidoran♂
29709,203,217,203,217,normal,psychic,455,normal,,500,FALSE,1,Hoppip
29710,508,114,508,114,normal,,500,grass,,435,TRUE,1,Lumineon
29711,427,733,427,733,normal,,350,normal,flying,485,FALSE,1,Mega Rayquaza
29712,218,612,612,218,dragon,,540,fire,,250,TRUE,0.5,Sandile
29713,640,772,772,640,normal,,534,grass,fight,580,FALSE,2,Hawlucha
29714,188,377,377,188,rock,,580,grass,flying,340,TRUE,1,Claydol
29715,372,600,600,372,steel,,440,dragon,,420,TRUE,0.5,Sawk
29716,267,458,267,458,bug,flying,395,water,flying,345,TRUE,2,Pupitar
29717,177,728,177,728,psychic,flying,320,water,,320,FALSE,1,Furret
29718,788,763,788,763,water,fairy,570,grass,,510,TRUE,2,Gourgeist Super Size
29719,41,28,28,41,ground,ice,450,poison,flying,245,TRUE,0.5,Fearow
29720,495,595,495,595,grass,,308,bug,electric,319,FALSE,1,Mega Garchomp
29721,751,205,751,205,water,bug,269,bug,steel,465,FALSE,0.5,Aegislash Blade Forme
29722,604,763,604,763,electric,,515,grass,,510,TRUE,1,Venipede
29723,228,52,228,52,dark,fire,330,normal,dark,290,TRUE,0.5,Qwilfish
29724,490,129,490,129,water,,600,water,,200,TRUE,0.5,Chatot
29725,261,754,261,754,dark,,220,grass,,480,FALSE,1,Miltank
29726,775,397,397,775,normal,flying,340,normal,,480,FALSE,1,Glalie
29727,474,54,474,54,normal,,535,water,,320,TRUE,1,Drifblim
29728,147,559,147,559,dragon,,300,dark,fight,348,FALSE,1,Jolteon
29729,363,37,37,363,fire,ice,299,ice,water,290,TRUE,1,Nidoqueen
29730,262,1,262,1,dark,,420,grass,poison,318,TRUE,1,Blissey
29731,21,260,260,21,water,ground,635,normal,flying,262,TRUE,1,Magby
29732,6,464,6,464,fire,flying,634,ground,rock,535,TRUE,0,Charmeleon
29733,671,511,671,511,fairy,,552,grass,,316,TRUE,1,Chandelure
29734,173,799,799,173,dark,dragon,570,fairy,,218,TRUE,4,Hoopa Unbound
29735,581,395,581,395,water,flying,473,water,steel,530,FALSE,0.25,Unfezant
29736,345,549,549,345,grass,,480,rock,grass,355,TRUE,0.5,Manaphy
29737,619,216,216,619,normal,,330,fight,,350,FALSE,2,Misdreavus
29738,631,363,631,363,fire,,484,ice,water,290,TRUE,1,Garbodor
29739,620,699,620,699,fight,,510,rock,ice,521,FALSE,0.5,Crustle
29740,735,443,735,443,normal,,418,dragon,ground,300,TRUE,1,Vivillon
29741,690,467,467,690,fire,,540,poison,water,320,TRUE,2,Floatzel
29742,325,727,727,325,fire,dark,530,psychic,,330,TRUE,0,Greninja
29743,661,695,695,661,electric,normal,481,normal,flying,278,TRUE,0.5,Deino
29744,515,478,478,515,ice,ghost,480,water,,316,TRUE,1,Mismagius
29745,154,500,154,500,grass,,525,fire,fight,528,FALSE,2,Aerodactyl
29746,417,374,417,374,electric,,405,steel,psychic,300,TRUE,0.5,Registeel
29747,676,3,3,676,grass,poison,625,normal,,472,TRUE,1,Venusaur
29748,186,656,186,656,water,,500,water,,314,TRUE,0.5,Lanturn
29749,386,504,504,386,normal,,255,psychic,,600,FALSE,1,Croagunk
29750,507,740,740,507,fight,ice,478,normal,,370,TRUE,1,Florges
29751,402,642,642,402,electric,flying,580,bug,,384,TRUE,0.5,Ducklett
29752,231,191,191,231,grass,,180,ground,,330,FALSE,0.5,Togetic
29753,667,378,667,378,fire,normal,369,ice,,580,FALSE,0.5,Elgyem
29754,230,402,230,402,water,dragon,540,bug,,384,TRUE,1,Mega Scizor
29755,456,288,288,456,normal,,440,water,,330,TRUE,1,Linoone
29756,600,453,453,600,poison,fight,300,steel,,440,FALSE,1,Roserade
29757,626,288,288,626,normal,,440,normal,,490,FALSE,1,Linoone
29758,697,373,697,373,rock,dragon,521,dragon,flying,700,FALSE,1,Hydreigon
29759,406,644,406,644,grass,poison,280,dragon,electric,680,FALSE,0.5,Luvdisc
29760,348,312,348,312,rock,bug,495,electric,,405,TRUE,1,Carvanha
29761,220,225,225,220,ice,flying,330,ice,ground,250,TRUE,0,Mega Steelix
29762,226,326,326,226,psychic,,470,water,flying,485,FALSE,1,Delcatty
29763,37,505,505,37,normal,,420,fire,ice,299,TRUE,1,Toxicroak
29764,367,16,367,16,water,,485,normal,flying,251,TRUE,1,Mega Altaria
29765,256,388,388,256,grass,,405,fire,fight,405,FALSE,2,Mega Banette
29766,459,788,788,459,water,fairy,570,grass,ice,334,TRUE,1,Gourgeist Super Size
29767,692,92,692,92,water,,330,ghost,poison,310,TRUE,1,Mandibuzz
29768,400,633,633,400,dark,dragon,300,normal,water,410,FALSE,0.5,Zoroark
29769,174,182,174,182,normal,fairy,210,grass,,490,FALSE,1,Croconaw
29770,670,775,670,775,fairy,,551,normal,,480,TRUE,1,Lampent
29771,167,230,230,167,water,dragon,540,bug,poison,250,TRUE,1,Mega Scizor
29772,691,97,691,97,poison,dragon,494,psychic,,483,TRUE,2,Vullaby
29773,450,332,450,332,ground,,525,grass,dark,475,TRUE,2,Luxio
29774,325,531,531,325,normal,,545,psychic,,330,TRUE,1,Froslass
29775,757,26,26,757,electric,electric,485,poison,fire,320,TRUE,1,Raticate
29776,680,53,680,53,steel,ghost,448,normal,dark,440,TRUE,0,Stunfisk
29777,370,587,587,370,electric,flying,428,water,,330,TRUE,1,Woobat
29778,547,51,547,51,grass,fairy,480,ground,ground,425,TRUE,0.25,Cresselia
29779,768,223,223,768,water,,300,bug,water,530,FALSE,0.5,Gligar
29780,723,611,611,723,dragon,,410,grass,flying,420,FALSE,0.5,Basculin
29781,523,185,185,523,rock,,410,electric,,497,FALSE,1,Chinchou
29782,380,310,380,310,dragon,psychic,700,electric,,575,TRUE,0.5,Anorith
29783,649,445,649,445,bug,steel,600,dragon,ground,700,FALSE,0.5,Emolga
29784,428,44,44,428,grass,poison,395,normal,,580,FALSE,1,Ninetales
29785,754,353,353,754,ghost,,295,grass,,480,FALSE,1,Numel
29786,494,776,494,776,psychic,fire,600,fire,dragon,485,TRUE,0.5,Garchomp
29787,155,242,155,242,fire,,309,normal,,540,FALSE,1,Mega Aerodactyl
29788,235,18,235,18,normal,,250,normal,flying,579,FALSE,1,Teddiursa
29789,724,352,352,724,normal,,440,grass,ghost,530,FALSE,0,Wailord
29790,266,284,284,266,bug,flying,454,bug,,205,TRUE,0.5,Mega Swampert
29791,101,141,101,141,electric,,490,rock,water,495,FALSE,1,Haunter
29792,764,396,764,396,fairy,,485,normal,flying,245,TRUE,1,Clawitzer
29793,469,96,96,469,psychic,,328,bug,flying,515,FALSE,2,Grimer
29794,418,162,418,162,water,,330,normal,,415,FALSE,1,Latias
29795,284,791,284,791,bug,flying,454,psychic,steel,680,FALSE,1,Mega Swampert
29796,162,367,367,162,water,,485,normal,,415,TRUE,1,Mega Altaria
29797,310,101,101,310,electric,,490,electric,,575,FALSE,0.5,Haunter
29798,464,612,612,464,dragon,,540,ground,rock,535,TRUE,1,Sandile
29799,641,179,179,641,electric,,280,flying,,580,FALSE,0.5,Noctowl
29800,141,197,141,197,rock,water,495,dark,,525,FALSE,1,Gyarados
29801,571,573,573,571,normal,,470,dark,,510,FALSE,1,Pansear
29802,460,326,326,460,psychic,,470,grass,ice,594,FALSE,1,Delcatty
29803,338,414,414,338,bug,flying,424,rock,psychic,460,FALSE,4,Mega Metagross
29804,220,317,317,220,poison,,467,ice,ground,250,TRUE,2,Shedinja
29805,560,285,560,285,dark,fight,488,grass,,295,TRUE,1,Emboar
29806,160,588,588,160,bug,,315,water,,530,FALSE,1,Swoobat
29807,643,683,643,683,dragon,fire,680,fairy,,462,TRUE,1,Swanna
29808,709,501,709,501,ghost,grass,474,water,,308,TRUE,0.5,Landorus Incarnate Forme
29809,252,267,267,252,bug,flying,395,grass,,310,TRUE,0.25,Pupitar
29810,209,699,699,209,rock,ice,521,fairy,,300,TRUE,1,Volcarona
29811,453,514,514,453,fire,,498,poison,fight,300,TRUE,1,Magnezone
29812,751,295,751,295,water,bug,269,normal,,490,FALSE,1,Aegislash Blade Forme
29813,37,74,37,74,fire,ice,299,rock,ground,300,FALSE,4,Nidoqueen
29814,382,246,382,246,water,,770,rock,ground,300,TRUE,1,Feebas
29815,127,131,131,127,water,ice,535,bug,,600,FALSE,1,Starmie
29816,476,227,476,227,rock,steel,525,steel,flying,465,TRUE,0.25,Lopunny
29817,402,225,402,225,bug,,384,ice,flying,330,TRUE,2,Clamperl
29818,505,600,600,505,steel,,440,normal,,420,TRUE,0.5,Sawk
29819,230,69,230,69,water,dragon,540,grass,poison,300,TRUE,1,Mega Scizor
29820,677,218,677,218,psychic,,355,fire,,250,TRUE,1,Cryogonal
29821,153,641,153,641,grass,,405,flying,,580,FALSE,2,Kabutops
29822,69,316,316,69,poison,,302,grass,poison,300,TRUE,0.25,Ninjask
29823,143,227,143,227,normal,,540,steel,flying,465,TRUE,1,Lapras
29824,567,670,670,567,fairy,,551,rock,flying,567,FALSE,1,Lampent
29825,98,738,738,98,bug,electric,500,water,,325,TRUE,1,Flabébé
29826,216,266,216,266,normal,,330,bug,,205,TRUE,1,Misdreavus
29827,465,132,465,132,grass,,535,normal,,288,TRUE,1,Pachirisu
29828,171,423,423,171,water,ground,475,water,electric,460,TRUE,0,Primal Kyogre
29829,726,598,726,598,fire,,420,grass,steel,489,FALSE,0.25,Frogadier
29830,452,781,452,781,poison,dark,500,ghost,grass,517,FALSE,0.25,Budew
29831,343,112,343,112,ground,psychic,300,ground,rock,485,FALSE,0.5,Volbeat
29832,763,40,40,763,normal,fairy,435,grass,,510,FALSE,1,Nidoking
29833,775,37,37,775,fire,ice,299,normal,,480,FALSE,1,Nidoqueen
29834,36,166,166,36,bug,flying,390,fairy,,483,FALSE,1,Mew
29835,492,305,305,492,steel,rock,430,grass,grass,600,FALSE,1,Kirlia
29836,209,367,209,367,fairy,,300,water,,485,FALSE,1,Yanma
29837,169,65,65,169,psychic,,600,poison,flying,535,TRUE,1,Arcanine
29838,589,205,205,589,bug,steel,465,bug,steel,495,FALSE,0.25,Jumpluff
29839,11,566,11,566,bug,,205,rock,flying,401,FALSE,4,Wartortle
29840,743,619,619,743,fight,,350,bug,fairy,464,FALSE,1,Dwebble
29841,657,768,768,657,bug,water,530,water,,405,TRUE,0.5,Tyrantrum
29842,213,581,581,213,water,flying,473,bug,rock,505,FALSE,1,Unfezant
29843,422,212,212,422,bug,steel,600,water,,325,TRUE,1,Espeon
29844,694,579,694,579,electric,normal,289,psychic,,490,FALSE,1,Durant
29845,495,357,495,357,grass,,308,grass,flying,460,FALSE,1,Mega Garchomp
29846,266,685,685,266,fairy,,480,bug,,205,TRUE,0.5,Golurk
29847,313,438,438,313,rock,,290,bug,,430,FALSE,1,Infernape
29848,390,389,389,390,grass,ground,525,fire,,309,TRUE,2,Duskull
29849,268,288,288,268,normal,,440,bug,,205,TRUE,1,Linoone
29850,142,587,142,587,rock,flying,615,electric,flying,428,TRUE,1,Mega Gyarados
29851,515,335,335,515,normal,,458,water,,316,TRUE,1,Meditite
29852,223,266,223,266,water,,300,bug,,205,TRUE,1,Gligar
29853,129,323,129,323,water,,200,fire,ground,560,FALSE,0.5,Seaking
29854,467,699,467,699,fire,,540,rock,ice,521,TRUE,1,Floatzel
29855,584,735,584,735,ice,,535,normal,,418,TRUE,1,Roggenrola
29856,110,280,110,280,poison,,490,psychic,fairy,198,TRUE,1,Electrode
29857,733,436,436,733,steel,psychic,300,normal,flying,485,FALSE,0.25,Chimchar
29858,689,462,462,689,electric,steel,535,rock,water,500,TRUE,0.5,Mothim
29859,472,632,472,632,ground,flying,510,bug,steel,484,TRUE,0.5,Ambipom
29860,554,10,554,10,fire,,315,bug,,195,TRUE,0.5,Victini
29861,369,229,229,369,dark,fire,600,water,rock,485,TRUE,4,Scizor
29862,104,96,104,96,ground,,320,psychic,,328,FALSE,1,Onix
29863,345,336,336,345,poison,,458,rock,grass,355,TRUE,0.5,Medicham
29864,445,363,363,445,ice,water,290,dragon,ground,700,FALSE,1,Cacnea
29865,412,197,412,197,bug,,224,dark,,525,FALSE,1,Metang
29866,657,451,451,657,poison,bug,330,water,,405,FALSE,1,Luxray
29867,750,665,665,750,bug,,213,ground,,500,FALSE,0.5,Eelektrik
29868,313,679,679,313,steel,ghost,325,bug,,430,FALSE,0.25,Accelgor
29869,152,24,24,152,poison,,448,grass,,318,TRUE,0.5,Mega Pidgeot
29870,243,323,243,323,electric,,580,fire,ground,560,TRUE,2,Octillery
29871,77,14,77,14,fire,,410,bug,poison,205,TRUE,0.5,Weepinbell
29872,10,161,161,10,normal,,215,bug,,195,TRUE,1,Dragonair
29873,495,175,495,175,grass,,308,fairy,,245,TRUE,1,Mega Garchomp
29874,623,713,623,713,ground,ghost,483,ice,,514,FALSE,2,Sigilyph
29875,165,667,165,667,bug,flying,265,fire,normal,369,FALSE,2,Mega Mewtwo Y
29876,450,720,450,720,ground,,525,psychic,ghost,680,FALSE,1,Luxio
29877,214,406,406,214,grass,poison,280,bug,fight,600,FALSE,0.5,Luvdisc
29878,573,617,573,617,normal,,470,bug,,495,FALSE,1,Pansear
29879,763,549,549,763,grass,,480,grass,,510,FALSE,0.5,Manaphy
29880,310,229,229,310,dark,fire,600,electric,,575,TRUE,1,Scizor
29881,465,504,465,504,grass,,535,normal,,255,TRUE,1,Pachirisu
29882,316,585,585,316,normal,grass,335,poison,,302,TRUE,2,Boldore
29883,224,536,536,224,water,ground,384,water,,480,FALSE,1,Fan Rotom
29884,798,9,9,798,water,,630,grass,steel,570,TRUE,1,Mega Charizard Y
29885,333,382,333,382,normal,flying,310,water,,770,FALSE,1,Aggron
29886,748,558,748,558,poison,water,495,bug,rock,485,TRUE,0.5,Meowstic Female
29887,20,764,20,764,normal,dark,413,fairy,,485,FALSE,1,Mega Beedrill
29888,630,35,630,35,dark,flying,510,fairy,,323,TRUE,2,Trubbish
29889,363,242,242,363,normal,,540,ice,water,290,TRUE,1,Remoraid
29890,1,687,687,1,dark,psychic,482,grass,poison,318,TRUE,1,Bisharp
29891,204,97,97,204,psychic,,483,bug,,290,TRUE,2,Muk
29892,465,730,465,730,grass,,535,water,fairy,530,TRUE,0.5,Pachirisu
29893,218,765,765,218,normal,psychic,490,fire,,250,TRUE,1,Helioptile
29894,359,296,296,359,fight,,237,dark,,565,FALSE,0.5,Ludicolo
29895,596,114,596,114,bug,electric,472,grass,,435,TRUE,0.5,Tympole
29896,111,675,675,111,fight,dark,495,ground,rock,345,TRUE,0.5,Cubchoo
29897,177,584,177,584,psychic,flying,320,ice,,535,FALSE,2,Furret
29898,118,277,277,118,normal,flying,455,water,,320,TRUE,1,Torchic
29899,409,301,301,409,normal,,400,rock,,495,FALSE,1,Swellow
29900,651,624,651,624,grass,,405,dark,steel,340,TRUE,1,Escavalier
29901,231,656,656,231,water,,314,ground,,330,FALSE,1,Alomomola
29902,559,99,99,559,water,,475,dark,fight,348,TRUE,1,Cloyster
29903,263,518,263,518,normal,,240,psychic,,487,FALSE,1,Raikou
29904,62,577,62,577,water,fight,510,psychic,,290,TRUE,2,Mankey
29905,121,579,579,121,psychic,,490,water,psychic,520,FALSE,0.5,Pidove
29906,790,458,458,790,water,flying,345,psychic,,400,FALSE,1,Burmy
29907,617,38,617,38,bug,,495,fire,ice,505,FALSE,2,Darmanitan Zen Mode
29908,216,630,216,630,normal,,330,dark,flying,510,FALSE,1,Misdreavus
29909,317,173,173,317,fairy,,218,poison,,467,FALSE,2,Totodile
29910,268,473,473,268,ice,ground,530,bug,,205,TRUE,1,Drifloon
29911,595,330,330,595,ground,dragon,520,bug,electric,319,TRUE,0,Mega Mawile
29912,786,779,786,779,psychic,fairy,570,water,psychic,475,TRUE,0.5,Gourgeist Small Size
29913,440,188,440,188,normal,,220,grass,flying,340,FALSE,1,Prinplup
29914,295,451,451,295,poison,bug,330,normal,,490,FALSE,1,Luxray
29915,428,209,428,209,normal,,580,fairy,,300,TRUE,1,Jirachi
29916,217,687,687,217,dark,psychic,482,normal,,500,FALSE,1,Bisharp
29917,362,470,362,470,ice,,580,grass,,525,TRUE,1,Flygon
29918,521,435,521,435,normal,flying,488,poison,dark,479,TRUE,1,Yanmega
29919,152,501,152,501,grass,,318,water,,308,TRUE,0.5,Kabuto
29920,516,472,516,472,water,,498,ground,flying,510,FALSE,1,Rhyperior
29921,258,355,355,258,ghost,,295,water,,310,FALSE,1,Mega Camerupt
29922,418,264,418,264,water,,330,normal,,420,FALSE,1,Latias
29923,316,282,316,282,poison,,302,psychic,fairy,618,FALSE,1,Ninjask
29924,388,510,388,510,grass,,405,dark,,446,FALSE,1,Mega Banette
29925,148,523,523,148,electric,,497,dragon,,420,TRUE,1,Glaceon
29926,362,483,362,483,ice,,580,steel,dragon,680,FALSE,2,Flygon
29927,598,393,393,598,water,,314,grass,steel,489,FALSE,1,Absol
29928,135,285,135,285,electric,,525,grass,,295,TRUE,1,Electabuzz
29929,638,358,358,638,psychic,,455,steel,fight,580,FALSE,0.5,Grumpig
29930,691,547,691,547,poison,dragon,494,grass,fairy,480,TRUE,0.25,Vullaby
29931,231,7,7,231,water,,314,ground,,330,FALSE,1,Charizard
29932,673,609,673,609,grass,,531,ghost,fire,520,TRUE,2,Fraxure
29933,62,214,214,62,bug,fight,600,water,fight,510,TRUE,0.5,Murkrow
29934,265,194,265,194,bug,,195,water,ground,210,FALSE,0.5,Suicune
29935,446,560,446,560,normal,,390,dark,fight,488,FALSE,2,Bibarel
29936,255,450,255,450,fire,,310,ground,,525,FALSE,2,Smeargle
29937,274,325,274,325,grass,dark,340,psychic,,330,TRUE,0,Grovyle
29938,554,238,554,238,fire,,315,ice,psychic,305,TRUE,0.5,Victini
29939,682,77,682,77,fairy,,341,fire,,410,FALSE,1,Mienshao
29940,461,554,554,461,fire,,315,dark,ice,510,FALSE,0.5,Victini
29941,598,336,336,598,poison,,458,grass,steel,489,FALSE,0.5,Medicham
29942,721,558,721,558,fire,water,600,bug,rock,485,TRUE,1,Chesnaught
29943,84,520,84,520,normal,flying,310,normal,flying,358,FALSE,1,Ponyta
29944,73,336,336,73,poison,,458,water,poison,515,FALSE,0.5,Medicham
29945,709,643,709,643,ghost,grass,474,dragon,fire,680,FALSE,2,Landorus Incarnate Forme
29946,79,57,57,79,fight,,455,water,psychic,315,TRUE,2,Dugtrio
29947,268,634,634,268,dark,dragon,420,bug,,205,TRUE,2,Minccino
29948,667,55,55,667,water,,500,fire,normal,369,TRUE,0.5,Venomoth
29949,429,641,429,641,ghost,,495,flying,,580,FALSE,1,Deoxys Normal Forme
29950,794,111,794,111,bug,fight,570,ground,rock,345,TRUE,0.5,Yveltal
29951,353,386,386,353,psychic,,600,ghost,,295,TRUE,2,Shuppet
29952,30,581,581,30,water,flying,473,poison,,365,TRUE,1,Unfezant
29953,780,137,137,780,normal,,395,normal,dragon,485,FALSE,1,Pinsir
29954,625,451,451,625,poison,bug,330,dark,steel,490,FALSE,1,Luxray
29955,156,28,156,28,fire,,405,ground,ice,450,FALSE,1,Snorlax
29956,387,447,387,447,grass,,318,fight,,285,TRUE,1,Banette
29957,430,379,430,379,dark,flying,505,steel,,580,FALSE,1,DeoxysAttack Forme
29958,228,528,528,228,psychic,flying,425,dark,fire,330,TRUE,2,Mega Gallade
29959,286,140,286,140,grass,fight,460,rock,water,355,TRUE,0.25,Mightyena
29960,104,222,104,222,ground,,320,water,rock,410,FALSE,1,Onix
29961,21,446,446,21,normal,,390,normal,flying,262,TRUE,1,Bibarel
29962,567,301,301,567,normal,,400,rock,flying,567,FALSE,1,Swellow
29963,409,642,409,642,rock,,495,electric,flying,580,FALSE,0.5,Salamence
29964,115,129,115,129,normal,,590,water,,200,TRUE,1,Hitmonlee
29965,485,409,409,485,rock,,495,fire,steel,600,FALSE,1,Salamence
29966,563,449,563,449,ghost,,483,ground,,330,TRUE,1,Samurott
29967,691,463,463,691,normal,,515,poison,dragon,494,TRUE,1,Combee
29968,226,633,633,226,dark,dragon,300,water,flying,485,FALSE,0.5,Zoroark
29969,469,669,469,669,bug,flying,515,fairy,,303,TRUE,1,Cherrim
29970,278,649,649,278,bug,steel,600,water,flying,270,TRUE,1,Emolga
29971,317,315,315,317,grass,poison,400,poison,,467,FALSE,1,Nincada
29972,342,349,349,342,water,,200,water,dark,468,FALSE,0.5,Sharpedo
29973,598,753,598,753,grass,steel,489,grass,,250,TRUE,0.25,Seismitoad
29974,394,777,394,777,water,,405,electric,steel,435,FALSE,1,Mega Absol
29975,473,564,564,473,water,rock,355,ice,ground,530,FALSE,1,Patrat
29976,529,421,421,529,grass,,450,ground,,328,TRUE,0.5,Mega Latios
